timestamp,current
0.000000000000000000e+00,4.150999642908573151e+01
1.069784164428710938e-03,4.334082197397947311e+01
3.758907318115234375e-03,9.864893756806850433e+01
2.978086471557617188e-03,6.000797304324805737e+01
5.836725234985351562e-03,5.719502490101149306e+00
5.169153213500976562e-03,3.005113680992508307e+01
6.490230560302734375e-03,5.303370266046840698e+00
4.471302032470703125e-03,8.592294231057167053e+01
2.032518386840820312e-03,4.714222505688667297e+01
1.296496391296386719e-02,8.716274971142411232e+01
8.448123931884765625e-03,5.227638883516192436e+00
9.384393692016601562e-03,5.260429801419377327e+00
1.444959640502929688e-02,8.219414740800857544e+01
1.371502876281738281e-02,8.888427339494228363e+01
1.017761230468750000e-02,2.391299050359521061e+01
1.204419136047363281e-02,4.287940717302262783e+01
1.098346710205078125e-02,4.225403759628534317e+01
1.662421226501464844e-02,4.490775888785719872e+01
1.920962333679199219e-02,9.187527298927307129e+01
1.589155197143554688e-02,4.081670312210917473e+01
2.226781845092773438e-02,6.729774754494428635e+00
2.309226989746093750e-02,6.820340103004127741e+00
2.025079727172851562e-02,7.932884693145751953e+01
1.517510414123535156e-02,4.281070262193679810e+01
2.113866806030273438e-02,2.024119014080497436e+01
1.826262474060058594e-02,6.863822815939784050e+01
2.378726005554199219e-02,6.752416121307760477e+00
1.739382743835449219e-02,5.258707731962203979e+01
2.449345588684082031e-02,6.674342511687427759e+00
3.031897544860839844e-02,3.453568290919065475e+01
3.123807907104492188e-02,4.424725662916898727e+01
2.862834930419921875e-02,6.555670659290626645e+00
2.952790260314941406e-02,6.192628508433699608e+00
3.242373466491699219e-02,5.964727325364947319e+01
3.518581390380859375e-02,5.943881701678037643e+01
3.804540634155273438e-02,6.225493098609149456e+01
3.430676460266113281e-02,8.844081565737724304e+01
3.907608985900878906e-02,9.408709801733493805e+01
3.609156608581542969e-02,4.457828857004642487e+01
3.700995445251464844e-02,4.670423228293657303e+01
3.343701362609863281e-02,9.927196502685546875e+01
4.013752937316894531e-02,8.190215244889259338e+01
4.313969612121582031e-02,4.796672773081809282e+00
4.119777679443359375e-02,2.419327536597847939e+01
4.666399955749511719e-02,4.565492305904626846e+01
4.528999328613281250e-02,2.553223690832965076e+01
4.386281967163085938e-02,4.833367324099526741e+00
4.225301742553710938e-02,5.532906651787925512e+00
4.460525512695312500e-02,4.810725967108737677e+00
4.598832130432128906e-02,4.348291587084531784e+01
5.247378349304199219e-02,1.484396276820916682e+01
5.143618583679199219e-02,7.526199312880635262e+01
5.411791801452636719e-02,4.362735211849212646e+01
5.054736137390136719e-02,9.096493475139141083e+01
5.590534210205078125e-02,9.242334924638271332e+01
5.334806442260742188e-02,4.231103144586086273e+01
4.971599578857421875e-02,8.453791544772684574e+01
5.491042137145996094e-02,4.503423816524446011e+01
5.670332908630371094e-02,8.228549398481845856e+01
6.136250495910644531e-02,5.093352322528517107e+00
6.038165092468261719e-02,4.975461212607115158e+00
5.753183364868164062e-02,5.941929988097399473e+01
5.847644805908203125e-02,6.333941603224957362e+00
5.943155288696289062e-02,5.662508817622438073e+00
6.322884559631347656e-02,2.075257192831486464e+01
6.394028663635253906e-02,4.186288882046937943e+01
6.239962577819824219e-02,5.269017984392121434e+00
6.466150283813476562e-02,4.231727723032236099e+01
6.534695625305175781e-02,9.911581758409738541e+01
7.014107704162597656e-02,5.575842893798835576e+01
6.606435775756835938e-02,8.811759121716022491e+01
7.108235359191894531e-02,3.943480066955089569e+01
7.207822799682617188e-02,4.311206623911857605e+01
7.307839393615722656e-02,4.282944009639322758e+01
7.394218444824218750e-02,9.822031367570161819e+01
7.636213302612304688e-02,7.270043904427438974e+00
7.476878166198730469e-02,8.230266995728015900e+01
7.821440696716308594e-02,1.855714263627305627e+01
7.919120788574218750e-02,4.404270362108945847e+01
7.722806930541992188e-02,6.699326008092612028e+00
7.554864883422851562e-02,5.171577838947996497e+01
8.023118972778320312e-02,4.366951202042400837e+01
8.123040199279785156e-02,1.003462575003504753e+02
8.605384826660156250e-02,7.169637077488005161e+01
8.471488952636718750e-02,4.337985862046480179e+01
8.327293395996093750e-02,4.926582886197138578e+01
8.400487899780273438e-02,1.474090567047824152e+01
8.538985252380371094e-02,4.429019685834646225e+01
8.670949935913085938e-02,8.892018765211105347e+01
8.743810653686523438e-02,8.126819469034671783e+01
8.237123489379882812e-02,8.533504843711853027e+01
9.143948554992675781e-02,6.063807092141360044e+00
9.053277969360351562e-02,1.447857842234952841e+01
9.331369400024414062e-02,4.043882681522518396e+01
9.241962432861328125e-02,6.121581504348796443e+00
9.409594535827636719e-02,4.193237427622079849e+01
9.564876556396484375e-02,8.321378886699676514e+01
9.642004966735839844e-02,6.372740060091018677e+01
9.489774703979492188e-02,9.116402164101600647e+01
9.721565246582031250e-02,6.384689421829534695e+00
9.819602966308593750e-02,5.209681966807693243e+00
1.018993854522705078e-01,4.252183027565479279e+01
9.916019439697265625e-02,4.985610751900821924e+00
1.029245853424072266e-01,4.346886252053081989e+01
1.009407043457031250e-01,3.317486013402231038e+01
1.000869274139404297e-01,4.973899696487933397e+00
1.044836044311523438e-01,8.918407648801803589e+01
1.052021980285644531e-01,7.125681744888424873e+01
1.037433147430419922e-01,9.166135054081678391e+01
1.060361862182617188e-01,3.994774403050541878e+01
1.067180633544921875e-01,4.277713045477867126e+01
1.108763217926025391e-01,7.500356837175786495e+01
1.119146347045898438e-01,9.281293682754039764e+01
1.128704547882080078e-01,8.067093182355165482e+01
1.136507987976074219e-01,1.338008310958684888e+01
1.158413887023925781e-01,1.781934725819155574e+01
1.151401996612548828e-01,6.260552473831921816e+00
1.144208908081054688e-01,6.437779562547802925e+00
1.191105842590332031e-01,4.762472008354961872e+01
1.168825626373291016e-01,4.341264948248863220e+01
1.214218139648437500e-01,8.714479394257068634e+01
1.203103065490722656e-01,8.969389593228697777e+01
1.178479194641113281e-01,4.512558430433273315e+01
1.301662921905517578e-01,6.204339524265378714e+00
1.336874961853027344e-01,4.364999327808618546e+01
1.228184700012207031e-01,7.271523207426071167e+01
1.239516735076904297e-01,2.560718774853739887e+01
1.279683113098144531e-01,4.607808401779038832e+01
1.270241737365722656e-01,8.318802461028099060e+01
1.344306468963623047e-01,7.853249466046690941e+01
1.329426765441894531e-01,4.247498590499162674e+01
1.310613155364990234e-01,5.619568396359682083e+00
1.248393058776855469e-01,4.466338846832513809e+01
1.262967586517333984e-01,1.007561436668038368e+02
1.255929470062255859e-01,4.419572809711098671e+01
1.289608478546142578e-01,7.206023572525737109e+00
1.320333480834960938e-01,8.174916971038328484e+00
1.378829479217529297e-01,2.243896125815808773e+01
1.388649940490722656e-01,4.353132165968418121e+01
1.353433132171630859e-01,8.870626591145992279e+01
1.397588253021240234e-01,4.351804899983108044e+01
1.360573768615722656e-01,7.957087431102991104e+01
1.417465209960937500e-01,8.596354074776172638e+01
1.408259868621826172e-01,9.346875432878732681e+01
1.426353454589843750e-01,6.442459763959050179e+01
1.367776393890380859e-01,1.032662504876498133e+01
1.471164226531982422e-01,8.657017260789871216e+01
1.434161663055419922e-01,5.819436643587323488e+00
1.463778018951416016e-01,8.107457109261304140e+01
1.583054065704345703e-01,4.240862317383289337e+01
1.543083190917968750e-01,5.625814244558569044e+00
1.554641723632812500e-01,5.342407126445323229e+00
1.572198867797851562e-01,2.319315220694988966e+01
1.532845497131347656e-01,5.561793833121555508e+00
1.449551582336425781e-01,4.229932021349668503e+01
1.513328552246093750e-01,7.763152610510587692e+01
1.441822052001953125e-01,2.237962538667488843e+01
1.456854343414306641e-01,4.359456107020378113e+01
1.522684097290039062e-01,7.911028135858941823e+00
1.593763828277587891e-01,5.444132599979639053e+01
1.563086509704589844e-01,5.344749359646812081e+00
1.603064537048339844e-01,1.004797628521919250e+02
1.662447452545166016e-01,8.493765265535330400e+01
1.627531051635742188e-01,4.948053037747740746e+01
1.646728515625000000e-01,4.424803700298070908e+01
