breakpoints,primitives,p_bp,q_bp
0,movej,"[array([ 1647.99939019, -1209.9995556 ,  -225.0007305 ])]","[array([-0.6198374 ,  0.98626201,  0.70923965,  0.07791213, -0.91603245,
       -0.2012085 ])]"
359,movec_fit,"[array([ 1647.99944411, -1269.99956865,  -225.00071585]), array([ 1647.47581753, -1210.00412434,  -225.00073069])]","[array([-0.64534669,  1.06705426,  0.83788567,  0.06378745, -0.96202036,
       -0.1664836 ]), array([-0.62000125,  0.9853792 ,  0.70784619,  0.07786681, -0.91551109,
       -0.20106047])]"
