3.657774386189465332e+01 7.332264811630964552e+00 -5.188149831158891345e+01
3.705960664187003317e+01 7.754022437365932774e+00 -5.192248907271714131e+01
3.753829405967785249e+01 8.158935356461718413e+00 -5.196318301187819344e+01
3.801640617400671829e+01 8.551315205071146508e+00 -5.200377658618335630e+01
3.849595440871497232e+01 8.934194708426064224e+00 -5.204453859168290109e+01
3.897861536125028437e+01 9.309648657767155555e+00 -5.208571373677369110e+01
3.946574256488886334e+01 9.678985262894403974e+00 -5.212747172658282580e+01
3.995931440717389904e+01 1.004361638240304977e+01 -5.216997093085110748e+01
4.046040559025401251e+01 1.040403481764384708e+01 -5.221322715685721505e+01
4.097056188694097045e+01 1.076094465106635667e+01 -5.225724138892837090e+01
4.149102526086932130e+01 1.111476221101993822e+01 -5.230194848800409346e+01
4.202274679458000861e+01 1.146569633985301451e+01 -5.234723717116678898e+01
4.256619267994737754e+01 1.181367507113907322e+01 -5.239295462310340667e+01
4.312120551905196919e+01 1.215830952600429882e+01 -5.243891698943493651e+01
4.368770706629700840e+01 1.249935534443759977e+01 -5.248498665292830623e+01
4.426507678493423725e+01 1.283632298270439875e+01 -5.253103328276817052e+01
4.485223314632910530e+01 1.316854240661214881e+01 -5.257694799943364217e+01
4.544806959820321879e+01 1.349540872469869868e+01 -5.262267613523174248e+01
4.605120818431458929e+01 1.381623014209478129e+01 -5.266818823451891518e+01
4.666049427420902163e+01 1.413048452269963917e+01 -5.271350258515139586e+01
4.727458679844070844e+01 1.443759192021171422e+01 -5.275863649188863747e+01
4.789199173971045553e+01 1.473694480891946768e+01 -5.280359259955024953e+01
4.851201664238608657e+01 1.502836543530081848e+01 -5.284841425981909424e+01
4.913357981504785243e+01 1.531152067194820887e+01 -5.289308974734185398e+01
4.975625860012851831e+01 1.558641329215903681e+01 -5.293762502965784478e+01
5.037930508100826188e+01 1.585292808470675041e+01 -5.298197503283061849e+01
5.100235843437059202e+01 1.611114843746758396e+01 -5.302610095134679824e+01
5.162516929114185160e+01 1.636122321638561061e+01 -5.306995917119267148e+01
5.224747988591791881e+01 1.660331352247789383e+01 -5.311350268533695385e+01
5.286902226891961476e+01 1.683759076535339361e+01 -5.315669066369856210e+01
5.348964707964100285e+01 1.706428076826694706e+01 -5.319950556783785345e+01
5.410947889320280524e+01 1.728370817762422362e+01 -5.324196944261396425e+01
5.472848337378605521e+01 1.749613302459766473e+01 -5.328411723857327331e+01
5.534697508725432158e+01 1.770192401113837732e+01 -5.332603198839137804e+01
5.596473687316299106e+01 1.790125991205095701e+01 -5.336778281412224345e+01
5.658249125952113445e+01 1.809460841417089938e+01 -5.340951993951443200e+01
5.720045337959274434e+01 1.828224839594426498e+01 -5.345137031226726521e+01
5.781924392515824707e+01 1.846455857628433961e+01 -5.349349155665273514e+01
5.843940082974202710e+01 1.864186183344770598e+01 -5.353603018639040556e+01
5.906208813508749245e+01 1.881462231528025342e+01 -5.357916129235693603e+01
5.968796755534705767e+01 1.898311989877371886e+01 -5.362300186023859538e+01
6.031814756823045798e+01 1.914771393391078291e+01 -5.366766701768889192e+01
6.095345123946356125e+01 1.930864115285364591e+01 -5.371320986503970119e+01
6.159515433791823114e+01 1.946620300682693383e+01 -5.375966555778440892e+01
6.224403930856028921e+01 1.962052405128063981e+01 -5.380697591480148390e+01
6.290137401922999061e+01 1.977178946642614576e+01 -5.385505419120194404e+01
6.356776726786524989e+01 1.991997339212903384e+01 -5.390369813911818397e+01
6.424389002105374402e+01 2.006501454778564053e+01 -5.395264299345817705e+01
6.493017401505645125e+01 2.020675270045724048e+01 -5.400154536647637826e+01
6.562635299969682023e+01 2.034485194825306920e+01 -5.404996461259145235e+01
6.633219511826980863e+01 2.047897264163507813e+01 -5.409743748205461600e+01
6.704692683301037448e+01 2.060867952897425326e+01 -5.414346801637573492e+01
6.776876534725040813e+01 2.073340219226833625e+01 -5.418753954800666151e+01
