1.679952911723937348e+02 1.843031757777290736e+01 -3.545505626765744722e+01
1.685715157355862459e+02 1.826883374496171442e+01 -3.523786619399834308e+01
1.686442281168297654e+02 1.824866706551167894e+01 -3.520893190807679218e+01
1.694901869875844511e+02 1.800797555126255745e+01 -3.488788530748799843e+01
1.702964857823540399e+02 1.777452061719797527e+01 -3.458985545436450337e+01
1.710496628107224808e+02 1.755681899300423865e+01 -3.431180333660456228e+01
1.717642419452147351e+02 1.735149420641880980e+01 -3.405250482073505225e+01
1.724564287631970956e+02 1.715485376364357961e+01 -3.380647649867724880e+01
1.731428875446879943e+02 1.696277183809794664e+01 -3.356719460197727045e+01
1.738385249817496003e+02 1.677108657618897070e+01 -3.332926497597708249e+01
1.745565366401369829e+02 1.657558703439094572e+01 -3.308816978701621281e+01
1.753087217408898653e+02 1.637174282673973380e+01 -3.284018591830840705e+01
1.759273587811315736e+02 1.620330909167398303e+01 -3.263960138699433600e+01
1.765753026266742438e+02 1.602471743304253948e+01 -3.243235439375002471e+01
1.772373627064078221e+02 1.583874628342726609e+01 -3.222272967151584311e+01
1.779034783082674949e+02 1.564714111066501090e+01 -3.201322724610977133e+01
1.785612503473049628e+02 1.545287516898513758e+01 -3.180781849447494025e+01
1.791989598215793649e+02 1.525957477985092581e+01 -3.161084248691668108e+01
1.798065254485850346e+02 1.507142131711717958e+01 -3.142569117885088303e+01
1.803777811584551216e+02 1.489217476944228302e+01 -3.125380410149318422e+01
1.809111715560257778e+02 1.472428076611672942e+01 -3.109517980717043173e+01
1.814094605452887095e+02 1.456841999044781311e+01 -3.094901965747872907e+01
1.818785880643536927e+02 1.442372941790915064e+01 -3.081391901719037563e+01
1.823269434091590426e+02 1.428817065800807384e+01 -3.068770137242064067e+01
1.827637368867739553e+02 1.415922355192683213e+01 -3.056771244151598665e+01
1.831987202972028115e+02 1.403408013460127890e+01 -3.045096077348041774e+01
1.836408858132649584e+02 1.391000765634402114e+01 -3.033465389741282436e+01
1.840986593546980714e+02 1.378415016405060456e+01 -3.021636521527125296e+01
1.845783630867256591e+02 1.365375593153083145e+01 -3.009460145170355005e+01
1.850828283905597686e+02 1.351644687411425139e+01 -2.996904148475357488e+01
1.856095381025074005e+02 1.337094683691057995e+01 -2.984045850296401170e+01
1.861502148943542352e+02 1.321778731764645087e+01 -2.971032375234877776e+01
1.866877512311345981e+02 1.306091890256501387e+01 -2.958186343443748356e+01
1.872686831084695314e+02 1.288648090960129977e+01 -2.944343913693527881e+01
1.872914456212753578e+02 1.287956351604966621e+01 -2.943802166464278969e+01
1.875632977781793329e+02 1.279665131087745777e+01 -2.937339609265139373e+01
1.877458180367893306e+02 1.274082183635553456e+01 -2.933014751162912859e+01
1.882227489681673376e+02 1.259572316885132537e+01 -2.921848947134734686e+01
1.886014942253383424e+02 1.248345079917178779e+01 -2.913237517491007367e+01
1.889393664024572672e+02 1.238769152569269849e+01 -2.905789244511122149e+01
1.893354214102101309e+02 1.228270071829727428e+01 -2.897267974845463101e+01
1.895307724362358499e+02 1.223383933712152150e+01 -2.893133378414318102e+01
1.895609244426823921e+02 1.222644312890683693e+01 -2.892500257849682299e+01
1.899141276920993846e+02 1.214174149779468692e+01 -2.885211774806079177e+01
1.899403021278333767e+02 1.213555274358298064e+01 -2.884680526192258299e+01
1.903180678468320934e+02 1.204637103903495898e+01 -2.876996760508079376e+01
1.903867653744189283e+02 1.203006906782452212e+01 -2.875570918529586351e+01
1.907825896155266605e+02 1.193316710957650884e+01 -2.867492514814593463e+01
1.908926762286878613e+02 1.190522665195615915e+01 -2.865196409454617310e+01
