1.887219999999999800e+02,1.592579999999999885e+01,-3.009900000000000020e+01
1.885441999999999894e+02,1.597659999999999947e+01,-3.014979999999999905e+01
1.883663999999999987e+02,1.602740000000000009e+01,-3.017519999999999669e+01
1.881885999999999797e+02,1.607819999999999894e+01,-3.022599999999999554e+01
1.880107999999999890e+02,1.612899999999999778e+01,-3.025140000000000029e+01
1.878329999999999700e+02,1.617980000000000018e+01,-3.030219999999999914e+01
1.876805999999999983e+02,1.623059999999999903e+01,-3.032759999999999678e+01
1.875027999999999793e+02,1.628139999999999787e+01,-3.037839999999999563e+01
1.873249999999999886e+02,1.633220000000000027e+01,-3.042919999999999803e+01
1.871471999999999980e+02,1.638299999999999912e+01,-3.045459999999999923e+01
1.869693999999999789e+02,1.643379999999999797e+01,-3.050540000000000163e+01
1.868170000000000073e+02,1.648460000000000036e+01,-3.055620000000000047e+01
1.866391999999999882e+02,1.653539999999999921e+01,-3.058159999999999812e+01
1.864613999999999976e+02,1.658619999999999806e+01,-3.063239999999999696e+01
1.863089999999999975e+02,1.663700000000000045e+01,-3.068319999999999581e+01
1.861312000000000069e+02,1.668779999999999930e+01,-3.070860000000000056e+01
1.859787999999999784e+02,1.673859999999999815e+01,-3.075939999999999941e+01
1.858263999999999783e+02,1.678940000000000055e+01,-3.078479999999999706e+01
1.856485999999999876e+02,1.681479999999999819e+01,-3.083559999999999590e+01
1.854707999999999686e+02,1.686560000000000059e+01,-3.088639999999999830e+01
1.853183999999999969e+02,1.691639999999999944e+01,-3.091179999999999950e+01
1.851405999999999779e+02,1.696719999999999828e+01,-3.096260000000000190e+01
1.849627999999999872e+02,1.701800000000000068e+01,-3.101340000000000074e+01
1.847849999999999966e+02,1.706879999999999953e+01,-3.106419999999999959e+01
1.846325999999999965e+02,1.711959999999999837e+01,-3.111500000000000199e+01
1.844547999999999774e+02,1.717040000000000077e+01,-3.114039999999999608e+01
1.843024000000000058e+02,1.722119999999999962e+01,-3.119119999999999848e+01
1.841499999999999773e+02,1.727200000000000202e+01,-3.124199999999999733e+01
1.839721999999999866e+02,1.732280000000000086e+01,-3.126740000000000208e+01
1.838197999999999865e+02,1.737359999999999971e+01,-3.131820000000000093e+01
1.836419999999999959e+02,1.742440000000000211e+01,-3.136899999999999977e+01
1.834641999999999769e+02,1.747519999999999740e+01,-3.141980000000000217e+01
1.832863999999999862e+02,1.752599999999999625e+01,-3.147060000000000102e+01
1.831085999999999672e+02,1.757679999999999865e+01,-3.152139999999999986e+01
1.829307999999999765e+02,1.765299999999999869e+01,-3.157220000000000226e+01
1.827529999999999859e+02,1.770379999999999754e+01,-3.162300000000000111e+01
1.825751999999999953e+02,1.775459999999999638e+01,-3.167379999999999995e+01
1.823719999999999857e+02,1.780539999999999878e+01,-3.172460000000000235e+01
1.822195999999999856e+02,1.785619999999999763e+01,-3.177539999999999409e+01
1.820417999999999950e+02,1.790699999999999648e+01,-3.182619999999999649e+01
1.818640000000000043e+02,1.795779999999999887e+01,-3.187699999999999534e+01
1.817115999999999758e+02,1.800859999999999772e+01,-3.192779999999999418e+01
1.815337999999999852e+02,1.805939999999999657e+01,-3.197859999999999658e+01
1.813559999999999945e+02,1.811019999999999897e+01,-3.202939999999999543e+01
1.812035999999999945e+02,1.816099999999999781e+01,-3.208019999999999783e+01
1.810511999999999944e+02,1.821179999999999666e+01,-3.210559999999999548e+01
1.808734000000000037e+02,1.826259999999999906e+01,-3.215639999999999787e+01
1.807210000000000036e+02,1.831339999999999790e+01,-3.220720000000000027e+01
1.805686000000000035e+02,1.833879999999999910e+01,-3.225799999999999557e+01
1.803907999999999845e+02,1.838959999999999795e+01,-3.230879999999999797e+01
1.802129999999999939e+02,1.846579999999999799e+01,-3.235960000000000036e+01
1.800352000000000032e+02,1.851659999999999684e+01,-3.243579999999999330e+01
1.798574000000000126e+02,1.856739999999999924e+01,-3.248659999999999570e+01
1.796795999999999935e+02,1.861819999999999808e+01,-3.253739999999999810e+01
1.795018000000000029e+02,1.866899999999999693e+01,-3.258819999999999339e+01
1.793239999999999839e+02,1.871979999999999933e+01,-3.263899999999999579e+01
1.791461999999999932e+02,1.877059999999999818e+01,-3.268979999999999819e+01
1.789684000000000026e+02,1.882139999999999702e+01,-3.276599999999999824e+01
1.787905999999999835e+02,1.887219999999999942e+01,-3.281680000000000064e+01
1.786127999999999929e+02,1.892299999999999827e+01,-3.286759999999999593e+01
1.784350000000000023e+02,1.897379999999999711e+01,-3.291839999999999833e+01
1.782571999999999832e+02,1.904999999999999716e+01,-3.296920000000000073e+01
1.780793999999999926e+02,1.910079999999999956e+01,-3.304539999999999367e+01
1.779015999999999735e+02,1.915159999999999840e+01,-3.309619999999999607e+01
1.777237999999999829e+02,1.920240000000000080e+01,-3.314699999999999847e+01
1.775205999999999733e+02,1.925319999999999965e+01,-3.322319999999999851e+01
1.773427999999999827e+02,1.930399999999999849e+01,-3.327400000000000091e+01
1.771649999999999920e+02,1.935480000000000089e+01,-3.332479999999999620e+01
1.769617999999999824e+02,1.940559999999999974e+01,-3.340099999999999625e+01
1.767839999999999918e+02,1.945639999999999858e+01,-3.345179999999999865e+01
1.766062000000000012e+02,1.953259999999999863e+01,-3.352799999999999869e+01
