timestamp,current
0.000000000000000000e+00,5.583654473302885890e+00
2.821683883666992188e-03,4.163647560402750969e+01
5.406618118286132812e-03,2.567589326936285943e+01
6.227970123291015625e-03,4.985610783996889950e+00
4.589557647705078125e-03,8.029071383178234100e+01
7.858514785766601562e-03,3.585200374945998192e+01
7.052659988403320312e-03,4.847420560481623397e+00
8.597373962402343750e-04,2.023260182933881879e+01
3.663301467895507812e-03,7.073606651276350021e+01
8.684396743774414062e-03,4.310113601386547089e+01
1.464557647705078125e-02,8.012597858905792236e+01
9.490251541137695312e-03,4.383658933453261852e+01
1.375150680541992188e-02,7.005292249843478203e+01
1.537823677062988281e-02,2.537140623383493221e+01
1.606154441833496094e-02,7.090474598808214068e+00
1.675653457641601562e-02,7.190408789538196288e+00
1.888442039489746094e-02,4.632245238870382309e+01
1.961565017700195312e-02,5.160647314041852951e+01
2.169466018676757812e-02,8.064360633492469788e+01
1.745939254760742188e-02,2.809226975892670453e+01
2.389502525329589844e-02,6.313642519526183605e+00
1.817297935485839844e-02,4.395369954407215118e+01
2.050042152404785156e-02,6.615392751060426235e+01
2.282142639160156250e-02,2.947963879370945506e+01
2.687954902648925781e-02,3.618459711782634258e+01
2.866363525390625000e-02,4.519506964832544327e+01
2.963614463806152344e-02,7.731298545841127634e+01
2.498817443847656250e-02,5.803822039888473228e+00
2.596497535705566406e-02,5.589119670912623405e+00
2.779531478881835938e-02,4.303086988627910614e+01
3.055381774902343750e-02,8.145322941243648529e+01
3.572297096252441406e-02,6.145784300970262848e+00
3.850936889648437500e-02,4.334628701210021973e+01
3.490257263183593750e-02,4.987558385219017509e+01
3.709363937377929688e-02,4.903633510111831129e+00
3.641819953918457031e-02,5.286194169457303360e+00
3.927731513977050781e-02,7.327345725148916245e+01
3.997468948364257812e-02,8.655065380036830902e+01
3.781032562255859375e-02,3.296484241145662963e+01
4.086470603942871094e-02,5.893212067981949076e+01
4.677462577819824219e-02,4.201044824440032244e+01
4.594421386718750000e-02,4.238051675260066986e+01
4.195523262023925781e-02,5.664850972825661302e+00
4.413318634033203125e-02,5.053534777835011482e+00
4.507303237915039062e-02,1.448248194472398609e+01
4.759836196899414062e-02,9.344377059489488602e+01
4.294800758361816406e-02,5.306493185926228762e+00
4.846620559692382812e-02,8.012285530567169189e+01
5.526256561279296875e-02,2.792285029427148402e+01
5.116915702819824219e-02,6.338625991784283542e+00
5.215001106262207031e-02,7.517537146341055632e+00
5.019974708557128906e-02,6.807067490444751456e+00
4.933905601501464844e-02,3.561544235679320991e+01
5.607080459594726562e-02,4.137024480849504471e+01
5.981636047363281250e-02,6.357363724382594228e+00
6.059646606445312500e-02,6.090352113824337721e+00
5.749201774597167969e-02,8.919500585645437241e+01
6.265115737915039062e-02,1.958224884932860732e+01
5.909991264343261719e-02,4.253432427372899838e+01
5.676960945129394531e-02,4.244219515472650528e+01
6.366562843322753906e-02,4.456033166497945786e+01
6.163644790649414062e-02,6.315984781831502914e+00
5.836391448974609375e-02,8.020561337471008301e+01
6.553006172180175781e-02,8.340272540226578712e+01
6.466770172119140625e-02,4.614288311451673508e+01
6.717348098754882812e-02,5.511432149622123688e+01
6.796693801879882812e-02,6.590803764120209962e+00
6.880140304565429688e-02,5.931082009337842464e+00
7.161021232604980469e-02,4.169034618884325027e+01
6.971907615661621094e-02,6.120020013768225908e+00
6.640601158142089844e-02,8.366427361965179443e+01
7.061481475830078125e-02,1.390707967570051551e+01
7.819032669067382812e-02,8.055928669869899750e+01
7.587718963623046875e-02,4.328617058694362640e+01
7.958459854125976562e-02,4.776373593485914171e+00
7.889771461486816406e-02,1.195445941295474768e+01
8.030104637145996094e-02,4.418015822302550077e+00
7.742428779602050781e-02,9.606001727283000946e+01
7.671308517456054688e-02,5.492225926369428635e+01
8.119320869445800781e-02,3.508375964185688645e+01
8.537864685058593750e-02,8.121588572859764099e+01
8.795928955078125000e-02,4.215878784656524658e+01
8.240962028503417969e-02,4.378349922597408295e+01
8.713006973266601562e-02,2.799936206545680761e+01
8.448457717895507812e-02,9.860755860805511475e+01
8.629703521728515625e-02,2.537921343304333277e+01
8.348512649536132812e-02,4.884422972798347473e+01
9.173774719238281250e-02,5.133950616445872583e+00
9.070372581481933594e-02,5.146750433923443779e+01
9.378004074096679688e-02,2.686807600723113865e+01
9.581041336059570312e-02,4.209476735442876816e+01
8.978152275085449219e-02,8.289915196597576141e+01
9.281635284423828125e-02,4.670193484789706417e+00
8.881402015686035156e-02,7.931479240767657757e+01
9.660959243774414062e-02,4.128436357714235783e+01
9.731054306030273438e-02,8.984692037105560303e+01
9.947872161865234375e-02,6.237130444496870041e+00
1.001667976379394531e-01,6.105966821778565645e+00
1.009807586669921875e-01,6.139538458082824945e+00
9.879088401794433594e-02,4.158729177616805828e+01
1.019670963287353516e-01,7.144345503911608830e+00
9.807825088500976562e-02,8.088875740766525269e+01
1.028623580932617188e-01,3.909752258565276861e+01
1.038141250610351562e-01,4.286301162093877792e+01
1.076254844665527344e-01,9.802903331816196442e+01
1.054513454437255859e-01,5.319761261343955994e+01
1.069209575653076172e-01,6.275304147973656654e+01
1.090970039367675781e-01,2.846233931340975687e+01
1.062150001525878906e-01,6.354783035814762115e+01
1.046764850616455078e-01,4.622407980263233185e+01
1.107118129730224609e-01,5.974803109356798814e+00
1.083438396453857422e-01,8.108862638473510742e+01
1.098754405975341797e-01,6.211366027127951384e+00
1.183495521545410156e-01,4.309410925954580307e+01
1.160306930541992188e-01,5.242472855252344743e+00
1.190600395202636719e-01,4.546130083501338959e+01
1.168670654296875000e-01,5.179233342787483707e+00
1.197509765625000000e-01,5.141597326844930649e+01
1.176562309265136719e-01,2.978178228309843689e+01
1.204917430877685547e-01,5.844571957364678383e+01
1.265063285827636719e-01,8.090597201662603766e+00
1.214146614074707031e-01,8.826592952013015747e+01
1.255941390991210938e-01,7.722089907201734604e+00
1.235520839691162109e-01,5.889464463165495545e+01
1.246199607849121094e-01,7.508168279018718749e+00
1.224689483642578125e-01,8.121900886297225952e+01
1.273634433746337891e-01,8.616032531717792153e+00
1.290783882141113281e-01,4.223998442292213440e+01
1.321344375610351562e-01,9.902447171509265900e+01
1.281981468200683594e-01,1.033677452302072197e+01
1.310224533081054688e-01,4.926036184653639793e+01
1.300201416015625000e-01,4.490541659295558929e+01
1.333243846893310547e-01,8.282029777765274048e+01
1.342515945434570312e-01,3.547725135933433194e+01
1.388041973114013672e-01,8.520001946017146111e+00
1.372737884521484375e-01,8.986101265763863921e+00
1.395184993743896484e-01,8.129634002689272165e+00
1.410171985626220703e-01,3.860800138674676418e+01
1.402049064636230469e-01,9.191434900276362896e+00
1.380865573883056641e-01,8.681614254601299763e+00
1.420173645019531250e-01,4.154278771951794624e+01
1.437647342681884766e-01,5.274010140448808670e+01
1.468110084533691406e-01,8.078648120164871216e+01
1.492369174957275391e-01,6.383908777497708797e+00
1.459827423095703125e-01,1.011215281486511230e+02
1.500835418701171875e-01,6.318326946347951889e+00
1.510450839996337891e-01,6.223077198956161737e+00
1.451001167297363281e-01,5.614567184820771217e+01
1.484310626983642578e-01,6.575189054128713906e+00
1.476287841796875000e-01,3.943948678177548572e+01
1.521363258361816406e-01,5.892825955525040627e+00
1.532411575317382812e-01,2.865752261132001877e+01
1.542260646820068359e-01,4.283022076822817326e+01
1.594455242156982422e-01,6.632182666735388921e+00
1.587643623352050781e-01,6.174198890104889870e+01
1.572625637054443359e-01,8.875310890376567841e+01
1.580696105957031250e-01,8.168042354285717010e+01
1.601343154907226562e-01,6.810971144586801529e+00
1.658174991607666016e-01,4.249840799719095230e+01
1.628832817077636719e-01,6.957749547509592958e+00
1.649105548858642578e-01,3.786161787807941437e+01
1.609365940093994141e-01,7.563600547000532970e+00
1.674985885620117188e-01,5.329208198934793472e+01
1.639382839202880859e-01,8.564504018286243081e+00
1.619081497192382812e-01,7.403549700175062753e+00
