breakpoints,primitives,p_bp,q_bp
0,movej,"[array([ 1647.99938536, -1209.9995528 ,  -231.00073217])]","[array([-0.6198374 ,  0.98747252,  0.70567253,  0.07819956, -0.91126937,
       -0.20167904])]"
360,movec_fit,"[array([ 1647.99943952, -1269.99956568,  -231.0007175 ]), array([ 1648.52295803, -1210.00412235,  -231.00073198])]","[array([-0.64534669,  1.06778978,  0.83360727,  0.06401183, -0.9570167 ,
       -0.16687457]), array([-0.61967757,  0.98836374,  0.70708019,  0.0782425 , -0.91179623,
       -0.20182163])]"
720,movec_fit,"[array([ 1647.99944028, -1269.99956618,  -230.00071723]), array([ 1648.52295883, -1210.00412282,  -230.0007317 ])]","[array([-0.64534669,  1.06766232,  0.8343126 ,  0.06397434, -0.95784777,
       -0.16680944]), array([-0.61967757,  0.98815894,  0.7076699 ,  0.07819445, -0.91258831,
       -0.20174313])]"
1080,movec_fit,"[array([ 1647.99944105, -1269.99956667,  -229.00071695]), array([ 1648.52295964, -1210.00412329,  -229.00073142])]","[array([-0.64534669,  1.06753681,  0.835021  ,  0.06393689, -0.95867998,
       -0.1667443 ]), array([-0.61967757,  0.98795564,  0.70826194,  0.07814647, -0.91338122,
       -0.20166464])]"
1440,movec_fit,"[array([ 1647.99944181, -1269.99956717,  -228.00071668]), array([ 1648.52296044, -1210.00412375,  -228.00073115])]","[array([-0.64534669,  1.06741324,  0.8357325 ,  0.06389947, -0.95951335,
       -0.16667915]), array([-0.61967757,  0.98775386,  0.70885632,  0.07809854, -0.91417495,
       -0.20158617])]"
1800,movec_fit,"[array([ 1647.99944258, -1269.99956766,  -227.0007164 ]), array([ 1648.52296124, -1210.00412422,  -227.00073087])]","[array([-0.64534669,  1.06729162,  0.8364471 ,  0.0638621 , -0.96034786,
       -0.16661398]), array([-0.61967757,  0.98755358,  0.70945305,  0.07805067, -0.91496952,
       -0.20150771])]"
2160,movec_fit,"[array([ 1647.99944334, -1269.99956815,  -226.00071613]), array([ 1648.52296205, -1210.00412468,  -226.00073059])]","[array([-0.64534669,  1.06717196,  0.83716482,  0.06382475, -0.96118353,
       -0.1665488 ]), array([-0.61967757,  0.98735482,  0.71005212,  0.07800286, -0.91576492,
       -0.20142927])]"
2520,movec_fit,"[array([ 1647.99944411, -1269.99956865,  -225.00071585]), array([ 1648.52296285, -1210.00412515,  -225.00073031])]","[array([-0.64534669,  1.06705426,  0.83788567,  0.06378745, -0.96202036,
       -0.1664836 ]), array([-0.61967757,  0.98715758,  0.71065355,  0.07795511, -0.91656116,
       -0.20135084])]"
2880,movec_fit,"[array([ 1647.99944488, -1269.99956914,  -224.00071558]), array([ 1648.52296365, -1210.00412562,  -224.00073004])]","[array([-0.64534669,  1.06693854,  0.83860965,  0.06375018, -0.96285836,
       -0.16641839]), array([-0.61967757,  0.98696187,  0.71125733,  0.07790741, -0.91735823,
       -0.20127242])]"
3240,movec_fit,"[array([ 1647.99944564, -1269.99956964,  -223.0007153 ]), array([ 1648.52296445, -1210.00412608,  -223.00072976])]","[array([-0.64534669,  1.0668248 ,  0.83933679,  0.06371295, -0.96369753,
       -0.16635317]), array([-0.61967757,  0.98676768,  0.71186348,  0.07785977, -0.91815615,
       -0.20119402])]"
3600,movec_fit,"[array([ 1647.99944641, -1269.99957014,  -222.00071502]), array([ 1648.52296525, -1210.00412655,  -222.00072948])]","[array([-0.64534669,  1.06671304,  0.84006708,  0.06367575, -0.96453788,
       -0.16628793]), array([-0.61967757,  0.98657502,  0.712472  ,  0.07781219, -0.9189549 ,
       -0.20111563])]"
3960,movec_fit,"[array([ 1647.99944717, -1269.99957063,  -221.00071475]), array([ 1648.52296606, -1210.00412702,  -221.0007292 ])]","[array([-0.64534669,  1.06660328,  0.84080055,  0.06363859, -0.9653794 ,
       -0.16622267]), array([-0.61967757,  0.98638389,  0.7130829 ,  0.07776467, -0.91975449,
       -0.20103725])]"
4320,movec_fit,"[array([ 1647.99944794, -1269.99957113,  -220.00071447]), array([ 1648.52296686, -1210.00412748,  -220.00072893])]","[array([-0.64534669,  1.06649551,  0.8415372 ,  0.06360147, -0.96622211,
       -0.1661574 ]), array([-0.61967757,  0.9861943 ,  0.71369618,  0.07771721, -0.92055494,
       -0.20095889])]"
4680,movec_fit,"[array([ 1647.99944871, -1269.99957162,  -219.0007142 ]), array([ 1648.52296766, -1210.00412795,  -219.00072865])]","[array([-0.64534669,  1.06638976,  0.84227705,  0.06356438, -0.967066  ,
       -0.16609212]), array([-0.61967757,  0.98600626,  0.71431184,  0.0776698 , -0.92135622,
       -0.20088054])]"
5040,movec_fit,"[array([ 1647.99944947, -1269.99957212,  -218.00071392]), array([ 1648.52296846, -1210.00412842,  -218.00072837])]","[array([-0.64534669,  1.06628602,  0.84302011,  0.06352733, -0.96791109,
       -0.16602681]), array([-0.61967757,  0.98581975,  0.7149299 ,  0.07762245, -0.92215836,
       -0.2008022 ])]"
5400,movec_fit,"[array([ 1647.99945024, -1269.99957262,  -217.00071364]), array([ 1648.52296926, -1210.00412888,  -217.00072809])]","[array([-0.64534669,  1.0661843 ,  0.8437664 ,  0.06349031, -0.96875738,
       -0.16596149]), array([-0.61967757,  0.9856348 ,  0.71555036,  0.07757516, -0.92296135,
       -0.20072388])]"
5760,movec_fit,"[array([ 1647.999451  , -1269.99957311,  -216.00071337]), array([ 1648.52297006, -1210.00412935,  -216.00072782])]","[array([-0.64534669,  1.06608461,  0.84451591,  0.06345334, -0.96960487,
       -0.16589616]), array([-0.61967757,  0.9854514 ,  0.71617323,  0.07752793, -0.92376519,
       -0.20064557])]"
6120,movec_fit,"[array([ 1647.99945177, -1269.99957361,  -215.00071309]), array([ 1648.52297086, -1210.00412982,  -215.00072754])]","[array([-0.64534669,  1.06598697,  0.84526867,  0.06341639, -0.97045356,
       -0.16583081]), array([-0.61967757,  0.98526955,  0.7167985 ,  0.07748075, -0.92456989,
       -0.20056727])]"
6480,movec_fit,"[array([ 1647.99945254, -1269.99957411,  -214.00071281]), array([ 1648.52297166, -1210.00413028,  -214.00072726])]","[array([-0.64534669,  1.06589136,  0.84602469,  0.06337949, -0.97130347,
       -0.16576544]), array([-0.61967757,  0.98508926,  0.7174262 ,  0.07743363, -0.92537545,
       -0.20048898])]"
6840,movec_fit,"[array([ 1647.99945331, -1269.9995746 ,  -213.00071254]), array([ 1648.52297246, -1210.00413075,  -213.00072698])]","[array([-0.64534669,  1.06579781,  0.84678398,  0.06334262, -0.9721546 ,
       -0.16570005]), array([-0.61967757,  0.98491054,  0.71805631,  0.07738657, -0.92618186,
       -0.2004107 ])]"
7200,movec_fit,"[array([ 1647.99945407, -1269.9995751 ,  -212.00071226]), array([ 1648.52297326, -1210.00413122,  -212.00072671])]","[array([-0.64534669,  1.06570632,  0.84754656,  0.06330578, -0.97300695,
       -0.16563464]), array([-0.61967757,  0.98473338,  0.71868885,  0.07733957, -0.92698914,
       -0.20033244])]"
7560,movec_fit,"[array([ 1647.99945484, -1269.9995756 ,  -211.00071198]), array([ 1648.52297406, -1210.00413168,  -211.00072643])]","[array([-0.64534669,  1.0656169 ,  0.84831243,  0.06326898, -0.97386053,
       -0.16556922]), array([-0.61967757,  0.98455779,  0.71932383,  0.07729262, -0.92779728,
       -0.20025418])]"
7920,movec_fit,"[array([ 1647.99945561, -1269.9995761 ,  -210.00071171]), array([ 1648.52297486, -1210.00413215,  -210.00072615])]","[array([-0.64534669,  1.06552956,  0.84908162,  0.06323222, -0.97471534,
       -0.16550378]), array([-0.61967757,  0.98438378,  0.71996125,  0.07724573, -0.92860629,
       -0.20017594])]"
8280,movec_fit,"[array([ 1647.99945637, -1269.9995766 ,  -209.00071143]), array([ 1648.52297566, -1210.00413262,  -209.00072588])]","[array([-0.64534669,  1.0654443 ,  0.84985412,  0.0631955 , -0.97557139,
       -0.16543832]), array([-0.61967757,  0.98421134,  0.72060112,  0.0771989 , -0.92941617,
       -0.20009771])]"
8640,movec_fit,"[array([ 1647.99945714, -1269.9995771 ,  -208.00071115]), array([ 1648.52297646, -1210.00413308,  -208.0007256 ])]","[array([-0.64534669,  1.06536114,  0.85062997,  0.06315881, -0.97642869,
       -0.16537284]), array([-0.61967757,  0.98404049,  0.72124344,  0.07715213, -0.93022692,
       -0.20001949])]"
9000,movec_fit,"[array([ 1647.99945791, -1269.99957759,  -207.00071087]), array([ 1648.52297726, -1210.00413355,  -207.00072532])]","[array([-0.64534669,  1.06528008,  0.85140916,  0.06312215, -0.97728723,
       -0.16530734]), array([-0.61967757,  0.98387123,  0.72188822,  0.07710541, -0.93103854,
       -0.19994128])]"
