# cmd_v,cmd_fd,stickout
1.237500000000000000e+01,1.200000000000000000e+02,2.164293306401040839e-01
1.237500000000000000e+01,1.200000000000000000e+02,3.360255524141901873e-01
1.237500000000000000e+01,1.200000000000000000e+02,5.178602481818262993e-01
1.237500000000000000e+01,1.200000000000000000e+02,8.077761348245801054e-01
1.237500000000000000e+01,1.200000000000000000e+02,1.059892661407600967e+00
1.248958333333333393e+01,1.200000000000000000e+02,1.227027228312372653e+00
1.250000000000000000e+01,1.200000000000000000e+02,1.157981141456576601e+00
1.250000000000000000e+01,1.200000000000000000e+02,9.108182352769014223e-01
1.250000000000000000e+01,1.200000000000000000e+02,5.911733779283925294e-01
1.250000000000000000e+01,1.200000000000000000e+02,2.760972334198026346e-01
1.250000000000000000e+01,1.200000000000000000e+02,1.008505699759429247e-01
8.500000000000000000e+00,9.000000000000000000e+01,7.964674820448112147e-01
8.500000000000000000e+00,9.000000000000000000e+01,6.712305526111318477e-01
8.569930069930071781e+00,9.000000000000000000e+01,4.763197912270668022e-01
8.590909090909091717e+00,9.000000000000000000e+01,4.228944402840279504e-01
8.590909090909091717e+00,9.000000000000000000e+01,3.651960345698134214e-01
8.590909090909091717e+00,9.000000000000000000e+01,3.327534099324542249e-01
8.590909090909091717e+00,9.000000000000000000e+01,3.576576591883420808e-01
8.590909090909091717e+00,9.000000000000000000e+01,2.811632655207354503e-01
8.590909090909091717e+00,9.000000000000000000e+01,2.996320643782146576e-01
8.590909090909091717e+00,9.000000000000000000e+01,3.780359972628611898e-01
8.590909090909091717e+00,9.000000000000000000e+01,4.304639621594894550e-01
8.590909090909091717e+00,9.000000000000000000e+01,4.854437699523573291e-01
8.653846153846156852e+00,9.000000000000000000e+01,4.629873401812997780e-01
8.681818181818183433e+00,9.000000000000000000e+01,4.498103462880476688e-01
8.681818181818183433e+00,9.000000000000000000e+01,4.045157048552734391e-01
8.681818181818183433e+00,9.000000000000000000e+01,3.479959136538590125e-01
8.681818181818183433e+00,9.000000000000000000e+01,2.261404084829632122e-01
8.681818181818183433e+00,9.000000000000000000e+01,1.266856345316664800e-01
8.681818181818183433e+00,9.000000000000000000e+01,6.891333624902647170e-02
8.681818181818183433e+00,9.000000000000000000e+01,1.590009124818327416e-02
8.681818181818183433e+00,9.000000000000000000e+01,2.659395514880191769e-02
8.681818181818183433e+00,9.000000000000000000e+01,1.308494739710643409e-02
8.742424242424243985e+00,9.000000000000000000e+01,-1.764882345758778115e-03
8.772727272727275150e+00,9.000000000000000000e+01,-2.455637507652526710e-02
8.772727272727276926e+00,9.000000000000000000e+01,1.209996551762606946e-02
8.772727272727275150e+00,9.000000000000000000e+01,5.864734280054465648e-02
8.772727272727275150e+00,9.000000000000000000e+01,7.497502630810082280e-02
8.772727272727276926e+00,9.000000000000000000e+01,5.238338381781259406e-02
8.772727272727275150e+00,9.000000000000000000e+01,5.765956946351410289e-02
8.772727272727276926e+00,9.000000000000000000e+01,2.059474890041812500e-02
8.772727272727275150e+00,9.000000000000000000e+01,-2.621060080888337751e-02
8.772727272727275150e+00,9.000000000000000000e+01,-2.660549147360136146e-03
8.828671328671326535e+00,9.000000000000000000e+01,-2.675286837740551218e-02
8.863636363636361537e+00,9.000000000000000000e+01,-1.379663298210843936e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.647834180080054167e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.735387585955094070e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.896336963621288729e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.971212616506352877e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.551865888619143097e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.120138003228132784e-01
8.681818181818183433e+00,9.000000000000000000e+01,2.659395514880191769e-02
8.681818181818183433e+00,9.000000000000000000e+01,1.308494739710643409e-02
8.742424242424243985e+00,9.000000000000000000e+01,-1.764882345758778115e-03
8.772727272727275150e+00,9.000000000000000000e+01,-2.455637507652526710e-02
8.772727272727276926e+00,9.000000000000000000e+01,1.209996551762606946e-02
8.772727272727275150e+00,9.000000000000000000e+01,5.864734280054465648e-02
8.772727272727275150e+00,9.000000000000000000e+01,7.497502630810082280e-02
8.772727272727276926e+00,9.000000000000000000e+01,5.238338381781259406e-02
8.772727272727275150e+00,9.000000000000000000e+01,5.765956946351410289e-02
8.772727272727276926e+00,9.000000000000000000e+01,2.059474890041812500e-02
8.772727272727275150e+00,9.000000000000000000e+01,-2.621060080888337751e-02
8.772727272727275150e+00,9.000000000000000000e+01,-2.660549147360136146e-03
8.828671328671326535e+00,9.000000000000000000e+01,-2.675286837740551218e-02
8.863636363636361537e+00,9.000000000000000000e+01,-1.379663298210843936e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.647834180080054167e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.735387585955094070e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.896336963621288729e-01
8.863636363636361537e+00,9.000000000000000000e+01,-1.971212616506352877e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.551865888619143097e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.120138003228132784e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.174647008709248153e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.384618509871945236e-01
8.919580419580420028e+00,9.000000000000000000e+01,-2.185052763110160445e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.837153037358959795e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.809177504168548722e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.962269860388445863e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.716050625538718677e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.944121148328874782e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.820656195166368008e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.974463750710357957e-01
8.954545454545455030e+00,9.000000000000000000e+01,-2.172589228748513790e-01
8.954545454545455030e+00,9.000000000000000000e+01,-2.702187450185953854e-01
9.010489510489509968e+00,9.000000000000000000e+01,-3.199772710196698844e-01
9.045454545454544970e+00,9.000000000000000000e+01,-3.522990473433145198e-01
9.045454545454544970e+00,9.000000000000000000e+01,-3.386201084715025900e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.798376314745685267e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.342891164519513014e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.179031063340909347e-01
9.045454545454544970e+00,9.000000000000000000e+01,-1.978518985048932921e-01
9.045454545454544970e+00,9.000000000000000000e+01,-1.654873875254458115e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.174647008709248153e-01
8.863636363636361537e+00,9.000000000000000000e+01,-2.384618509871945236e-01
8.919580419580420028e+00,9.000000000000000000e+01,-2.185052763110160445e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.837153037358959795e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.809177504168548722e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.962269860388445863e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.716050625538718677e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.944121148328874782e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.820656195166368008e-01
8.954545454545455030e+00,9.000000000000000000e+01,-1.974463750710357957e-01
8.954545454545455030e+00,9.000000000000000000e+01,-2.172589228748513790e-01
8.954545454545455030e+00,9.000000000000000000e+01,-2.702187450185953854e-01
9.010489510489509968e+00,9.000000000000000000e+01,-3.199772710196698844e-01
9.045454545454544970e+00,9.000000000000000000e+01,-3.522990473433145198e-01
9.045454545454544970e+00,9.000000000000000000e+01,-3.386201084715025900e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.798376314745685267e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.342891164519513014e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.179031063340909347e-01
9.045454545454544970e+00,9.000000000000000000e+01,-1.978518985048932921e-01
9.045454545454544970e+00,9.000000000000000000e+01,-1.654873875254458115e-01
9.045454545454544970e+00,9.000000000000000000e+01,-1.925362514853856122e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.421800992043120215e-01
9.094405594405595039e+00,9.000000000000000000e+01,-1.658122864862839052e-01
9.136363636363638463e+00,9.000000000000000000e+01,-1.582197787263920075e-01
9.136363636363638463e+00,9.000000000000000000e+01,-1.619623358126493218e-01
9.136363636363638463e+00,9.000000000000000000e+01,-1.825480019064561754e-01
9.136363636363638463e+00,9.000000000000000000e+01,-2.102172692815956478e-01
9.136363636363638463e+00,9.000000000000000000e+01,-2.634905921629953629e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.258841834233159318e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.137441433577577432e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.100209699309527944e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.844633364550190113e-01
9.178321678321676558e+00,9.000000000000000000e+01,-3.683300570736109392e-01
9.227272727272724850e+00,9.000000000000000000e+01,-3.445333413587083338e-01
9.227272727272723074e+00,9.000000000000000000e+01,-3.015327751980992899e-01
9.227272727272724850e+00,9.000000000000000000e+01,-3.163765755141909608e-01
9.227272727272724850e+00,9.000000000000000000e+01,-2.779584249695960518e-01
9.227272727272723074e+00,9.000000000000000000e+01,-2.778483459614001228e-01
9.227272727272724850e+00,9.000000000000000000e+01,-2.114529116167993550e-01
9.227272727272723074e+00,9.000000000000000000e+01,-2.132632186777257133e-01
9.045454545454544970e+00,9.000000000000000000e+01,-1.925362514853856122e-01
9.045454545454544970e+00,9.000000000000000000e+01,-2.421800992043120215e-01
9.094405594405595039e+00,9.000000000000000000e+01,-1.658122864862839052e-01
9.136363636363638463e+00,9.000000000000000000e+01,-1.582197787263920075e-01
9.136363636363638463e+00,9.000000000000000000e+01,-1.619623358126493218e-01
9.136363636363638463e+00,9.000000000000000000e+01,-1.825480019064561754e-01
9.136363636363638463e+00,9.000000000000000000e+01,-2.102172692815956478e-01
9.136363636363638463e+00,9.000000000000000000e+01,-2.634905921629953629e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.258841834233159318e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.137441433577577432e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.100209699309527944e-01
9.136363636363638463e+00,9.000000000000000000e+01,-3.844633364550190113e-01
9.178321678321676558e+00,9.000000000000000000e+01,-3.683300570736109392e-01
9.227272727272724850e+00,9.000000000000000000e+01,-3.445333413587083338e-01
9.227272727272723074e+00,9.000000000000000000e+01,-3.015327751980992899e-01
9.227272727272724850e+00,9.000000000000000000e+01,-3.163765755141909608e-01
9.227272727272724850e+00,9.000000000000000000e+01,-2.779584249695960518e-01
9.227272727272723074e+00,9.000000000000000000e+01,-2.778483459614001228e-01
9.227272727272724850e+00,9.000000000000000000e+01,-2.114529116167993550e-01
9.227272727272723074e+00,9.000000000000000000e+01,-2.132632186777257133e-01
9.227272727272724850e+00,9.000000000000000000e+01,-1.798146955317806717e-01
9.227272727272724850e+00,9.000000000000000000e+01,-1.587013765791874531e-01
9.262237762237759853e+00,9.000000000000000000e+01,-2.082005275856143034e-01
9.318181818181816567e+00,9.000000000000000000e+01,-2.197102470424316112e-01
9.318181818181816567e+00,9.000000000000000000e+01,-2.169511692136673886e-01
9.318181818181816567e+00,9.000000000000000000e+01,-2.333240482912435354e-01
9.318181818181816567e+00,9.000000000000000000e+01,-2.581881909864479629e-01
9.318181818181816567e+00,9.000000000000000000e+01,-2.760886436341571937e-01
9.318181818181816567e+00,9.000000000000000000e+01,-1.786092567577709789e-01
9.318181818181816567e+00,9.000000000000000000e+01,-9.207170297947743498e-02
9.318181818181816567e+00,9.000000000000000000e+01,-2.715115205701934542e-02
9.318181818181816567e+00,9.000000000000000000e+01,3.791320283608179409e-02
9.353146853146851569e+00,9.000000000000000000e+01,6.777094601224795123e-02
9.409090909090908283e+00,9.000000000000000000e+01,1.851375443563535728e-01
9.409090909090908283e+00,9.000000000000000000e+01,2.216525286900705438e-01
9.409090909090908283e+00,9.000000000000000000e+01,2.647824980778145654e-01
9.409090909090908283e+00,9.000000000000000000e+01,3.016600321737925583e-01
9.409090909090908283e+00,9.000000000000000000e+01,3.570631827028603600e-01
9.409090909090908283e+00,9.000000000000000000e+01,3.965936632915048610e-01
9.409090909090908283e+00,9.000000000000000000e+01,4.165508583705043177e-01
6.530769230769228884e+00,7.000000000000000000e+01,5.921439869670854783e-01
6.566666666666665542e+00,7.000000000000000000e+01,5.000721386178282879e-01
6.566666666666664653e+00,7.000000000000000000e+01,4.804730986420793215e-01
6.566666666666665542e+00,7.000000000000000000e+01,4.820574013248529188e-01
6.566666666666665542e+00,7.000000000000000000e+01,4.122647504013642883e-01
6.566666666666664653e+00,7.000000000000000000e+01,3.281943211997230825e-01
6.566666666666665542e+00,7.000000000000000000e+01,3.578193392231415193e-01
6.566666666666665542e+00,7.000000000000000000e+01,3.450321619045073618e-01
6.566666666666664653e+00,7.000000000000000000e+01,2.902098707500203600e-01
6.566666666666665542e+00,7.000000000000000000e+01,3.109760307129795787e-01
6.597435897435898866e+00,7.000000000000000000e+01,3.136526289401142531e-01
6.633333333333335524e+00,7.000000000000000000e+01,2.617703229634207318e-01
6.633333333333335524e+00,7.000000000000000000e+01,3.013425813195459990e-01
6.633333333333335524e+00,7.000000000000000000e+01,3.270947635779130613e-01
6.633333333333335524e+00,7.000000000000000000e+01,2.618986821797255615e-01
6.633333333333335524e+00,7.000000000000000000e+01,3.097006493893050827e-01
6.633333333333335524e+00,7.000000000000000000e+01,3.090709470092501410e-01
6.633333333333335524e+00,7.000000000000000000e+01,2.844342022373329559e-01
6.633333333333335524e+00,7.000000000000000000e+01,2.793169946887458788e-01
6.633333333333335524e+00,7.000000000000000000e+01,2.701336346537551170e-01
6.658974358974360186e+00,7.000000000000000000e+01,2.526910587725150759e-01
6.700000000000000178e+00,7.000000000000000000e+01,2.568488123971312542e-01
6.700000000000001066e+00,7.000000000000000000e+01,2.403910984635369563e-01
6.700000000000000178e+00,7.000000000000000000e+01,1.873581630176793522e-01
6.700000000000000178e+00,7.000000000000000000e+01,1.780320790315143287e-01
6.700000000000001066e+00,7.000000000000000000e+01,1.312630312790062093e-01
6.700000000000000178e+00,7.000000000000000000e+01,9.171855227030197011e-02
6.700000000000000178e+00,7.000000000000000000e+01,8.177252361621019372e-02
6.700000000000001066e+00,7.000000000000000000e+01,4.533838037058511572e-02
6.700000000000000178e+00,7.000000000000000000e+01,2.578787039884004526e-02
6.720512820512821506e+00,7.000000000000000000e+01,5.141220973015455525e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.559173026093203879e-02
6.766666666666666607e+00,7.000000000000000000e+01,8.832094503670372132e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.282182615611397125e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.464544898060749029e-02
6.766666666666666607e+00,7.000000000000000000e+01,8.865824938630677277e-02
6.766666666666666607e+00,7.000000000000000000e+01,8.862040421678951674e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.119304886756573247e-02
6.766666666666666607e+00,7.000000000000000000e+01,6.291807041216361529e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.785948038965364054e-02
6.658974358974360186e+00,7.000000000000000000e+01,2.526910587725150759e-01
6.700000000000000178e+00,7.000000000000000000e+01,2.568488123971312542e-01
6.700000000000001066e+00,7.000000000000000000e+01,2.403910984635369563e-01
6.700000000000000178e+00,7.000000000000000000e+01,1.873581630176793522e-01
6.700000000000000178e+00,7.000000000000000000e+01,1.780320790315143287e-01
6.700000000000001066e+00,7.000000000000000000e+01,1.312630312790062093e-01
6.700000000000000178e+00,7.000000000000000000e+01,9.171855227030197011e-02
6.700000000000000178e+00,7.000000000000000000e+01,8.177252361621019372e-02
6.700000000000001066e+00,7.000000000000000000e+01,4.533838037058511572e-02
6.700000000000000178e+00,7.000000000000000000e+01,2.578787039884004526e-02
6.720512820512821506e+00,7.000000000000000000e+01,5.141220973015455525e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.559173026093203879e-02
6.766666666666666607e+00,7.000000000000000000e+01,8.832094503670372132e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.282182615611397125e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.464544898060749029e-02
6.766666666666666607e+00,7.000000000000000000e+01,8.865824938630677277e-02
6.766666666666666607e+00,7.000000000000000000e+01,8.862040421678951674e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.119304886756573247e-02
6.766666666666666607e+00,7.000000000000000000e+01,6.291807041216361529e-02
6.766666666666666607e+00,7.000000000000000000e+01,5.785948038965364054e-02
6.787179487179486159e+00,7.000000000000000000e+01,9.433439720315781041e-02
