-1.211982062553113859e-01,2.931153079501150227e+00
-1.211837338595365549e-01,2.931168412637826126e+00
-1.211672771602137488e-01,2.931182540473859177e+00
-1.211503772262101236e-01,2.931196315852853118e+00
-1.211334459922284862e-01,2.931209984192995055e+00
-1.211165769360123129e-01,2.931223615771625379e+00
-1.210997777230339856e-01,2.931237230753888756e+00
-1.210830359889221580e-01,2.931250835218406348e+00
-1.210663371959348894e-01,2.931264431440177010e+00
-1.210496689030472889e-01,2.931278020758837144e+00
-1.210330213253073273e-01,2.931291604331094369e+00
-1.210163869868068204e-01,2.931305183293408056e+00
-1.209997602375789960e-01,2.931318758772792243e+00
-1.209831368260985973e-01,2.931332331864965113e+00
-1.209665135587564971e-01,2.931345903613692183e+00
-1.209498880389993092e-01,2.931359474996583447e+00
-1.209332584686164253e-01,2.931373046916893710e+00
-1.209166235004015405e-01,2.931386620200248760e+00
-1.208999821245393819e-01,2.931400195595168512e+00
-1.208833335848757823e-01,2.931413773775759068e+00
-1.208666773153448948e-01,2.931427355345937791e+00
-1.208500128926485728e-01,2.931440940844423970e+00
-1.208333400003459568e-01,2.931454530749923570e+00
-1.208166584017347500e-01,2.931468125486924148e+00
-1.207999679200930515e-01,2.931481725430602037e+00
-1.207832684232739845e-01,2.931495330912289532e+00
-1.207665598136113683e-01,2.931508942222881497e+00
-1.207498420171620179e-01,2.931522559619510915e+00
-1.207331149792485736e-01,2.931536183327450029e+00
-1.207163786589849352e-01,2.931549813544782612e+00
-1.206996330252179950e-01,2.931563450445460628e+00
-1.206828780561131353e-01,2.931577094181565091e+00
-1.206661137333340378e-01,2.931590744887080380e+00
-1.206493400442449349e-01,2.931604402678887222e+00
-1.206325569789205993e-01,2.931618067659653271e+00
-1.206157645288755270e-01,2.931631739919631663e+00
-1.205989626880335369e-01,2.931645419538056352e+00
-1.205821514518460452e-01,2.931659106583790031e+00
-1.205653308156677400e-01,2.931672801117792382e+00
-1.205485007761496474e-01,2.931686503193677851e+00
-1.205316613295072115e-01,2.931700212858596277e+00
-1.205148124729734510e-01,2.931713930153961645e+00
-1.204979542042102503e-01,2.931727655116104447e+00
-1.204810865202188969e-01,2.931741387777437424e+00
-1.204642094187735324e-01,2.931755128166019020e+00
-1.204473228975186244e-01,2.931768876307224936e+00
-1.204304269534953731e-01,2.931782632223520313e+00
-1.204135215843328000e-01,2.931796395935140076e+00
-1.203966067877879076e-01,2.931810167459395267e+00
-1.203796825610129739e-01,2.931823946812493809e+00
-1.203627489021795449e-01,2.931837734008280627e+00
-1.203458058080875831e-01,2.931851529059819939e+00
-1.203288532765987434e-01,2.931865331978771749e+00
-1.203118913049575911e-01,2.931879142775493108e+00
-1.202949198899176397e-01,2.931892961459852120e+00
-1.202779390299441864e-01,2.931906788040137712e+00
-1.202609487222984358e-01,2.931920622524299080e+00
-1.202439489634292841e-01,2.931934464920459060e+00
-1.202269397510575266e-01,2.931948315235024083e+00
-1.202099210830533532e-01,2.931962173474454314e+00
-1.201928929557802977e-01,2.931976039644988319e+00
-1.201758553671161828e-01,2.931989913751805954e+00
-1.201588083137587748e-01,2.932003795800696810e+00
-1.201417517935689100e-01,2.932017685796571183e+00
-1.201246858036091325e-01,2.932031583744173275e+00
-1.201076103409477597e-01,2.932045489648410275e+00
-1.200905254031885416e-01,2.932059403513374907e+00
-1.200734309871570871e-01,2.932073325343608428e+00
-1.200563270903319130e-01,2.932087255143244420e+00
-1.200392137100299017e-01,2.932101192916234389e+00
-1.200220908434504324e-01,2.932115138666497423e+00
-1.200049584875178821e-01,2.932129092397927295e+00
-1.199878166395064311e-01,2.932143054114458192e+00
-1.199706652967358345e-01,2.932157023819698338e+00
-1.199535044565181591e-01,2.932171001517283049e+00
-1.199363341157845958e-01,2.932184987211014615e+00
-1.199191542716810388e-01,2.932198980904443086e+00
-1.199019649217038935e-01,2.932212982600904461e+00
-1.198847660626834177e-01,2.932226992303965218e+00
-1.198675576920492092e-01,2.932241010017356597e+00
-1.198503398067661124e-01,2.932255035744352867e+00
-1.198331124039244133e-01,2.932269069488249613e+00
-1.198158754809272586e-01,2.932283111252657726e+00
-1.197986290353813404e-01,2.932297161040819500e+00
-1.197813730635737123e-01,2.932311218856466617e+00
-1.197641075630747343e-01,2.932325284702542945e+00
-1.197468325310335896e-01,2.932339358582593203e+00
-1.197295479648171207e-01,2.932353440500047981e+00
-1.197122538616986753e-01,2.932367530457988369e+00
-1.196949502186181874e-01,2.932381628459912015e+00
-1.196776370327232719e-01,2.932395734509215313e+00
-1.196603143008918707e-01,2.932409848609247138e+00
-1.196429820204383127e-01,2.932423970763395449e+00
-1.196256401887847154e-01,2.932438100974963380e+00
-1.196082888030142594e-01,2.932452239246968073e+00
-1.195909278599029679e-01,2.932466385583321511e+00
-1.195735573569129823e-01,2.932480539986905832e+00
-1.195561772913866644e-01,2.932494702461024616e+00
-1.195387876602316407e-01,2.932508873009245676e+00
-1.195213884607034122e-01,2.932523051634520872e+00
-1.195039796897735124e-01,2.932537238340468200e+00
-1.194865613445425662e-01,2.932551433130395679e+00
-1.194691334226583995e-01,2.932565636007498533e+00
-1.194516959208079820e-01,2.932579846975320148e+00
-1.194342488358287879e-01,2.932594066037102820e+00
-1.194167921653472436e-01,2.932608293196207860e+00
-1.193993259065227741e-01,2.932622528455535171e+00
-1.193818500562744966e-01,2.932636771819128629e+00
-1.193643646118786872e-01,2.932651023289873038e+00
-1.193468695706909749e-01,2.932665282871053325e+00
-1.193293649298065168e-01,2.932679550565945537e+00
-1.193118506855231215e-01,2.932693826378429680e+00
-1.192943268358777481e-01,2.932708110311208483e+00
-1.192767933777151013e-01,2.932722402367863967e+00
-1.192592503081996574e-01,2.932736702551587804e+00
-1.192416976239550203e-01,2.932751010866183172e+00
-1.192241353232239703e-01,2.932765327314382553e+00
-1.207300822020800773e-01,2.933581575475844971e+00
-1.206959341103202854e-01,2.933567346034221313e+00
-1.206640471276284043e-01,2.933556168943992848e+00
-1.206347661256392534e-01,2.933548294288120140e+00
-1.206077207573601762e-01,2.933543445097099411e+00
-1.205824450739888809e-01,2.933541244086625532e+00
-1.205585320418159911e-01,2.933541330057881868e+00
-1.205356577553876735e-01,2.933543384527375064e+00
-1.177077515520465190e-01,2.926248454793904497e+00
-1.176919449868546880e-01,2.926292327832887175e+00
-1.176742320732434982e-01,2.926331366040145543e+00
-1.176559411309136410e-01,2.926366898096873559e+00
-1.176374589198021375e-01,2.926399587695483806e+00
-1.176188957376826383e-01,2.926429866255094048e+00
-1.176002819368006658e-01,2.926458065948644993e+00
-1.175816256073917709e-01,2.926484463099572775e+00
-1.147692504745274900e-01,2.919365283072108852e+00
-1.147538847882490914e-01,2.919408194211899676e+00
-1.147366424932075024e-01,2.919446406101691593e+00
-1.147188260483258115e-01,2.919481200732647608e+00
-1.147008171177320290e-01,2.919513222899334348e+00
