-2.411060940105637584e+01,1.052084759998861863e+00,3.134539307531351326e+01,1.737458140484325064e-01,-7.378127916844109263e-03,-9.847628929489018468e-01
-2.412670615838269228e+01,5.503511520440085292e-01,3.134539307531351326e+01,1.738614457320792617e-01,-3.773904988346884603e-03,-9.847628929489018468e-01
-2.413239595891871403e+01,4.839164658795969132e-02,3.134539307531351326e+01,1.739023186359974771e-01,-1.680593163451769129e-04,-9.847628929489018468e-01
-2.412767635610392958e+01,-4.535779185224049215e-01,3.134539307531351326e+01,1.738684151852245285e-01,3.437858619575418981e-03,-9.847628929489018468e-01
-2.411254937932299214e+01,-9.553417011146594362e-01,3.134539307531351326e+01,1.737597499579240645e-01,7.042298308756522740e-03,-9.847628929489018468e-01
-2.408702153303305948e+01,-1.456683947500913234e+00,3.134539307531351326e+01,1.735763696791176036e-01,1.064370987617185675e-02,-9.847628929489018468e-01
-2.405110379396693787e+01,-1.957389085249864991e+00,3.134539307531351326e+01,1.733183532005931338e-01,1.424054474885894442e-02,-9.847628929489018468e-01
-2.400481160641323797e+01,-2.457241815880909286e+00,3.134539307531351326e+01,1.729858114669998170e-01,1.783125632179083375e-02,-9.847628929489018468e-01
-2.394816487557541507e+01,-2.956027207440452109e+00,3.134539307531351326e+01,1.725788874681425389e-01,2.141430062290157130e-02,-9.847628929489018468e-01
-2.388118795901277736e+01,-3.453530786920619544e+00,3.134539307531351326e+01,1.720977561774978681e-01,2.498813697697974470e-02,-9.847628929489018468e-01
-2.380390965616690124e+01,-3.949538632480626088e+00,3.134539307531351326e+01,1.715426244769770181e-01,2.855122866814417334e-02,-9.847628929489018468e-01
-2.371636319597821796e+01,-4.443837465431149880e+00,3.134539307531351326e+01,1.709137310679685884e-01,3.210204360061726797e-02,-9.847628929489018468e-01
-2.361858622259780560e+01,-4.936214741942144713e+00,3.134539307531351326e+01,1.702113463686991401e-01,3.563905495751171215e-02,-9.847628929489018468e-01
-2.351062077920083482e+01,-5.426458744434693671e+00,3.134539307531351326e+01,1.694357723979561803e-01,3.916074185734737950e-02,-9.847628929489018468e-01
-2.339251328990834367e+01,-5.914358672617556323e+00,3.134539307531351326e+01,1.685873426452226542e-01,4.266559000801592449e-02,-9.847628929489018468e-01
-2.326431453982532105e+01,-6.399704734129308292e+00,3.134539307531351326e+01,1.676664219272796241e-01,4.615209235791208758e-02,-9.847628929489018468e-01
-2.312607965320361103e+01,-6.882288234747077738e+00,3.134539307531351326e+01,1.666734062313388331e-01,4.961874974395175802e-02,-9.847628929489018468e-01
-2.297786806973897455e+01,-7.361901668123086218e+00,3.134539307531351326e+01,1.656087225447714639e-01,5.306407153619778494e-02,-9.847628929489018468e-01
-2.281974351901260434e+01,-7.838338805010423016e+00,3.134539307531351326e+01,1.644728286715079479e-01,5.648657627881694537e-02,-9.847628929489018468e-01
-2.265177399308798556e+01,-8.311394781939663190e+00,3.134539307531351326e+01,1.632662130351864860e-01,5.988479232709179034e-02,-9.847628929489018468e-01
-2.247403171727498616e+01,-8.780866189308241587e+00,3.134539307531351326e+01,1.619893944691355170e-01,6.325725848021411524e-02,-9.847628929489018468e-01
-2.228659311907360774e+01,-9.246551158844644291e+00,3.134539307531351326e+01,1.606429219932802299e-01,6.660252460958741849e-02,-9.847628929489018468e-01
-2.208953879531092213e+01,-9.708249450409873305e+00,3.134539307531351326e+01,1.592273745780692362e-01,6.991915228236857127e-02,-9.847628929489018468e-01
-2.188295347748518438e+01,-1.016576253809880015e+01,3.134539307531351326e+01,1.577433608955227107e-01,7.320571537998024625e-02,-9.847628929489018468e-01
-2.166692599533207542e+01,-1.061889369560444685e+01,3.134539307531351326e+01,1.561915190575093315e-01,7.646080071132863032e-02,-9.847628929489018468e-01
-2.144154923862877737e+01,-1.106744808080842546e+01,3.134539307531351326e+01,1.545725163413638192e-01,7.968300862046200084e-02,-9.847628929489018468e-01
-2.120692011725221704e+01,-1.151123281956121502e+01,3.134539307531351326e+01,1.528870489029644231e-01,8.287095358840977644e-02,-9.847628929489018468e-01
-2.096313951950876842e+01,-1.195005708861623006e+01,3.134539307531351326e+01,1.511358414773922298e-01,8.602326482894248616e-02,-9.847628929489018468e-01
-2.071031226875322417e+01,-1.238373219768200428e+01,3.134539307531351326e+01,1.493196470673019138e-01,8.913858687799693092e-02,-9.847628929489018468e-01
-2.044854707831571261e+01,-1.281207167055723772e+01,3.134539307531351326e+01,1.474392466191377649e-01,9.221558017651292072e-02,-9.847628929489018468e-01
-2.017795650475603253e+01,-1.323489132531380363e+01,3.134539307531351326e+01,1.454954486873341335e-01,9.525292164643099635e-02,-9.847628929489018468e-01
-1.989865689946537941e+01,-1.365200935349324141e+01,3.134539307531351326e+01,1.434890890866446500e-01,9.824930525960358374e-02,-9.847628929489018468e-01
-1.961076835863633150e+01,-1.406324639828266854e+01,3.134539307531351326e+01,1.414210305327495698e-01,1.012034425993746517e-01,-9.847628929489018468e-01
-1.931441467162265013e+01,-1.446842563163652073e+01,3.134539307531351326e+01,1.392921622712965657e-01,1.041140634145867883e-01,-9.847628929489018468e-01
-1.900972326771100285e+01,-1.486737283031094137e+01,3.134539307531351326e+01,1.371033996955330903e-01,1.069799161657771502e-01,-9.847628929489018468e-01
-1.869682516132758465e+01,-1.525991645077813175e+01,3.134539307531351326e+01,1.348556839526962037e-01,1.097997685633276682e-01,-9.847628929489018468e-01
-1.837585489570315644e+01,-1.564588770298845333e+01,3.134539307531351326e+01,1.325499815393280933e-01,1.125724080973379282e-01,-9.847628929489018468e-01
-1.804695048502071586e+01,-1.602512062294854189e+01,3.134539307531351326e+01,1.301872838856915626e-01,1.152966425589928984e-01,-9.847628929489018468e-01
-1.771025335507069798e+01,-1.639745214408425866e+01,3.134539307531351326e+01,1.277686069294644844e-01,1.179713005532015413e-01,-9.847628929489018468e-01
-1.736590828243923568e+01,-1.676272216735779708e+01,3.134539307531351326e+01,1.252949906788962398e-01,1.205952320022856961e-01,-9.847628929489018468e-01
-1.701406333225558853e+01,-1.712077363010873299e+01,3.134539307531351326e+01,1.227674987656139083e-01,1.231673086405025153e-01,-9.847628929489018468e-01
-1.665486979452553484e+01,-1.747145257358950232e+01,3.134539307531351326e+01,1.201872179872707225e-01,1.256864244991879875e-01,-9.847628929489018468e-01
-1.628848211907810040e+01,-1.781460820916619170e+01,3.134539307531351326e+01,1.175552578402333237e-01,1.281514963823133235e-01,-9.847628929489018468e-01
-1.591505784915358213e+01,-1.815009298315624875e+01,3.134539307531351326e+01,1.148727500425089504e-01,1.305614643322488000e-01,-9.847628929489018468e-01
-1.553475755366145350e+01,-1.847776264027515225e+01,3.134539307531351326e+01,1.121408480471171171e-01,1.329152920855354303e-01,-9.847628929489018468e-01
-1.514774475813725019e+01,-1.879747628566482831e+01,3.134539307531351326e+01,1.093607265461160327e-01,1.352119675184687286e-01,-9.847628929489018468e-01
