timestamp,voltage,current,feedrate,energy
1.680021637913499000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638020162000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638127575000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638223969000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638342737000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638469919000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638563756000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638684282000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638795243000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021638913695000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021639021089000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021639131562000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021639252264000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021639373530000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021639491641000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
1.680021639614408000e+15,1.116000000000000014e+01,5.970000000000000284e+01,4.110000000000000320e+00,0.000000000000000000e+00
